Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Z1:Zone Air Temperature [C](Hourly),Z2:Zone Air Temperature [C](Hourly),Z3:Zone Air Temperature [C](Hourly),Z4:Zone Air Temperature [C](Hourly),HOT WATER LOOP:Plant Supply Side Outlet Temperature [C](Hourly),Z1 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z1 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z2 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z2 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z3 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z3 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z4 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z4 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),HEAT PUMP:Heat Pump Load Side Heat Transfer Rate [W](Hourly),HEAT PUMP:Heat Pump Load Side Inlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Fluid Heat Gain Rate [W](Hourly),SUPPLY PUMP:Pump Mass Flow Rate [kg/s](Hourly),Baseboard Total Heating Rate All Zones:PythonPlugin:OutputVariable [W](Hourly) 
 01/15  11:00:00,-3.0,19.738771418961356,18.000498845859624,18.000498845859624,19.738771418961356,49.57,465.0609175471211,0.029496,344.66767354179945,0.0042018837890625,344.66767354179945,0.0042018837890625,465.0609175471211,0.029496,1617.2559901522159,46.593743766950496,674.5417363476619,1.9704937420042117,1.9704937420042117,0.12998674,1619.457182177841 
 01/15  12:00:00,-3.0,19.738774026752402,18.000516813190124,18.000516813190124,19.738774026752402,49.57,465.06092100034135,0.029496,344.6670684811681,0.0042018837890625,344.6670684811681,0.0042018837890625,465.06092100034135,0.029496,1617.254454800328,46.593746592477636,674.5410959673296,1.9704937444799904,1.9704937444799904,0.12998674,1619.4559789630189 
 01/15  13:00:00,-3.0,19.738773627746582,18.00057157134066,18.00057157134066,19.738773627746582,49.57,465.0609310487426,0.029496,344.6651699743674,0.004201883789062501,344.6651699743674,0.004201883789062501,465.0609310487426,0.029496,1617.250744887243,46.593753421542424,674.5395485986821,1.9704937504637419,1.9704937504637419,0.12998674,1619.45220204622 
 01/15  14:00:00,-3.0,19.73877276873337,18.000744922634052,18.000744922634052,19.73877276873337,49.57,465.0608651358598,0.029496,344.6635624847171,0.0042018837890625,344.6635624847171,0.0042018837890625,465.0608651358598,0.029496,1617.2782708452194,46.59370275701758,674.5510294079053,1.9704937060705543,1.9704937060705543,0.12998674,1619.448855241154 
 01/15  15:00:00,-3.0,19.738776774685473,18.000891745431737,18.000891745431737,19.738776774685473,49.57,465.0608080347371,0.029496,344.7825354805167,0.0042054843750000005,344.7825354805167,0.0042054843750000005,465.0608080347371,0.029496,1617.4561038531242,46.593375442639406,674.6252018250505,1.970493419271489,1.970493419271489,0.12998674,1619.6866870305075 
 01/15  16:00:00,-3.0,19.73878022275135,18.000510007817574,18.000510007817574,19.73878022275135,49.57,465.06077717187736,0.029496,344.66754678309997,0.0042018837890625,344.66754678309997,0.0042018837890625,465.06077717187736,0.029496,1617.2554539185157,46.593744753788016,674.5415126898035,1.970493742868897,1.970493742868897,0.12998674,1619.4566479099547 
 01/15  17:00:00,-3.0,19.738770947490444,18.00042715865239,18.00042715865239,19.738770947490444,49.57,465.06087778720365,0.029496,344.668423983756,0.0042018837890625,344.668423983756,0.0042018837890625,465.06087778720365,0.029496,1617.257476324944,46.5937410319284,674.5423562158452,1.9704937396077344,1.9704937396077344,0.12998674,1619.4586035419193 
 01/15  18:00:00,-3.0,19.738766444520472,18.000471599960406,18.000471599960406,19.738766444520472,49.57,465.0610164710358,0.029496,344.6676125138399,0.0042018837890625,344.6676125138399,0.0042018837890625,465.0610164710358,0.029496,1617.2557452038177,46.593744217732116,674.5416341820685,1.970493742399194,1.970493742399194,0.12998674,1619.4572579697515 
 01/15  19:00:00,-3.0,19.738762572656448,18.00054005780488,18.00054005780488,19.738762572656448,49.57,465.06109399619595,0.029496,344.6655413947324,0.004201883789062501,344.6655413947324,0.004201883789062501,465.06109399619595,0.029496,1617.2518207916032,46.593751441542295,674.5399973479215,1.970493748728829,1.970493748728829,0.12998674,1619.4532707818566 
 01/15  20:00:00,-3.0,19.738760551514765,18.000721036859026,18.000721036859026,19.738760551514765,49.57,465.06105330380876,0.029496,344.66384456025656,0.0042018837890625,344.66384456025656,0.0042018837890625,465.06105330380876,0.029496,1617.2792151234635,46.59370101925063,674.5514232571725,1.9704937045478907,1.9704937045478907,0.12998674,1619.4497957281305 
 01/15  21:00:00,-3.0,19.73876460746904,18.000872419733124,18.000872419733124,19.73876460746904,49.57,465.06099907078124,0.029496,344.78275760429284,0.0042054843750000005,344.78275760429284,0.0042054843750000005,465.06099907078124,0.029496,1617.4569332510696,46.593373916288066,674.6255477588629,1.9704934179340716,1.9704934179340716,0.12998674,1619.687513350148 
 01/15  22:00:00,-3.0,19.738768704466608,18.00049409795378,18.00049409795378,19.738768704466608,49.57,465.0609598312568,0.029496,344.6677282009822,0.0042018837890625,344.6677282009822,0.0042018837890625,465.0609598312568,0.029496,1617.2561846974872,46.59374340892642,674.5418174906015,1.970493741690504,1.970493741690504,0.12998674,1619.457376064478 
 01/15  23:00:00,-3.0,19.738771398572194,18.000512955694376,18.000512955694376,19.738771398572194,49.57,465.0609624929787,0.029496,344.66711246405487,0.0042018837890625,344.66711246405487,0.0042018837890625,465.0609624929787,0.029496,1617.2546263840177,46.59374627671005,674.5411675332169,1.9704937442033086,1.9704937442033086,0.12998674,1619.4561499140675 
 01/15  24:00:00,-3.0,19.73877117706618,18.000568358513757,18.000568358513757,19.73877117706618,49.57,465.06097002039047,0.029496,344.66520651340534,0.004201883789062501,344.66520651340534,0.004201883789062501,465.06097002039047,0.029496,1617.250896585205,46.59375314237079,674.5396118704259,1.9704937502191266,1.9704937502191266,0.12998674,1619.452353067592 
