Date/Time,Z1:Zone Air Temperature [C](Hourly),Z2:Zone Air Temperature [C](Hourly),Z3:Zone Air Temperature [C](Hourly),Z4:Zone Air Temperature [C](Hourly),Z1 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z2 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z3 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z4 RADIATOR:Baseboard Total Heating Rate [W](Hourly),HEAT PUMP:Heat Pump Load Side Heat Transfer Rate [W](Hourly),HEAT PUMP:Heat Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Electricity Rate [W](Hourly) 
 06/15  01:00:00,21.39243450621888,21.39243449842958,21.39243450832835,21.39243450069017,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  02:00:00,21.024796342311493,20.931930987900763,20.931930992524965,21.024796339735992,20.012012808364577,0.0,0.0,20.01201280988342,64.9057867394702,18.544510496991485,0.707563883693176 
 06/15  03:00:00,20.999842867890766,20.540143418671924,20.540143420840906,20.99984286676559,51.387169586109,0.0,0.0,51.387169588171275,179.00958454282272,51.145595583663635,2.817355955951035 
 06/15  04:00:00,20.999897220504433,20.255448053919554,20.25544805494281,20.99989722004478,65.70354494556994,0.0,0.0,65.70354494670093,132.42026104813704,37.83436029946773,2.817468603650209 
 06/15  05:00:00,20.999990763181014,20.050617638826036,20.050617625491327,20.99999082159971,75.96166415017981,0.0,0.0,75.96166408474863,140.04838705083446,40.01382487166698,2.8174501589663596 
 06/15  06:00:00,20.999949259987336,19.921998628980667,19.92199853557547,20.999949510927923,80.10850291503043,0.0,0.0,80.10850244086467,152.1965742879361,43.48473551083889,2.817420785193424 
 06/15  07:00:00,20.99982187332791,19.894005515153484,19.894005292063213,20.999822271917576,75.74918915355549,0.0,0.0,75.74918833096078,153.34911151531264,43.814031861517904,2.817417998435063 
 06/15  08:00:00,20.99995717074733,20.03078107345663,20.030780696982035,20.999957618203748,56.98297500527633,0.0,0.0,56.98297426107174,71.29288852544636,20.3693967215561,1.4163940131939452 
 06/15  09:00:00,20.999935279704033,20.367351603510244,20.367351112206947,20.999935679839254,26.308455307268062,0.0,0.0,26.308454977134932,0.0,0.0,0.008018700380582399 
 06/15  10:00:00,21.040074023823962,20.837050916009563,20.837050351674275,21.04007429739129,1.708648039880606,0.0,0.0,1.7086480215522628,0.0,0.0,0.0005207836785251081 
 06/15  11:00:00,21.37620796708433,21.34198110518134,21.341980543109283,21.376208057267558,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  12:00:00,21.89454698421757,21.888626716117884,21.888626222997445,21.894546882174335,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  13:00:00,22.45118082494007,22.450163069953298,22.45016270052886,22.451180543035512,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  14:00:00,22.998678899660618,22.99850393357098,22.998503728811468,22.998678469127476,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  15:00:00,23.48076863654772,23.480738263671316,23.48073824773288,23.48076810260951,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  16:00:00,23.828942196288974,23.828936590794022,23.828936771348815,23.8289416071842,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  17:00:00,24.004210622372014,24.004209225688854,24.004209582308558,24.004210045627175,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  18:00:00,24.018918003008906,24.018917326868195,24.01891780964771,24.018917497372897,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  19:00:00,23.880035424951274,23.880034921596785,23.880035426483506,23.880035034323114,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  20:00:00,23.5906222108487,23.59062186619944,23.590622275662433,23.590621968262106,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  21:00:00,23.219438963657247,23.219438793792946,23.219439004094887,23.219438846648462,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/15  22:00:00,22.796561439622906,22.79656136153168,22.7965614590993,22.796561385140905,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
