Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Z1:Zone Air Temperature [C](Hourly),Z2:Zone Air Temperature [C](Hourly),Z3:Zone Air Temperature [C](Hourly),Z4:Zone Air Temperature [C](Hourly),HOT WATER LOOP:Plant Supply Side Outlet Temperature [C](Hourly),Z1 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z1 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z2 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z2 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z3 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z3 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z4 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z4 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),HEAT PUMP:Heat Pump Load Side Heat Transfer Rate [W](Hourly),HEAT PUMP:Heat Pump Load Side Inlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Fluid Heat Gain Rate [W](Hourly),SUPPLY PUMP:Pump Mass Flow Rate [kg/s](Hourly),Baseboard Total Heating Rate All Zones:PythonPlugin:OutputVariable [W](Hourly) 
 01/15  11:00:00,-3.0,19.9879517883678,19.9879517883678,17.999961635714968,17.999961635714968,49.57,461.1762713164786,0.029496,461.1762713164786,0.029496,353.17681048937953,0.0044827294921875,353.17681048937953,0.0044827294921875,1626.5024571437832,46.576724939874566,678.3983477546082,1.9704788299038662,1.9704788299038662,0.12998674,1628.7061636117162 
 01/15  12:00:00,-3.0,19.987952423652118,19.987952423652118,17.999939373205027,17.999939373205027,49.57,461.17625035477494,0.029496,461.17625035477494,0.029496,353.17708133787426,0.0044827294921875,353.17708133787426,0.0044827294921875,1626.502960185293,46.57672401412029,678.398557568327,1.9704788290927153,1.9704788290927153,0.12998674,1628.7066633852987 
 01/15  13:00:00,-3.0,19.987950931635957,19.987950931635957,17.99992306618278,17.99992306618278,49.57,461.17626684004915,0.029496,461.17626684004915,0.029496,353.1772770905304,0.0044827294921875,353.1772770905304,0.0044827294921875,1626.5033864693744,46.576723229623774,678.3987353672691,1.9704788284053354,1.9704788284053354,0.12998674,1628.707087861159 
 01/15  14:00:00,-3.0,19.98794821400919,19.98794821400919,17.999910614847913,17.999910614847913,49.57,461.1763054869905,0.029496,461.1763054869905,0.029496,353.17742527697106,0.0044827294921875,353.17742527697106,0.0044827294921875,1626.5037605633274,46.576722539480365,678.3988913982167,1.970478827800628,1.970478827800628,0.12998674,1628.7074615279232 
 01/15  15:00:00,-3.0,19.987944882345513,19.987944882345513,17.999900813167287,17.999900813167287,49.57,461.17635572144104,0.029496,461.17635572144104,0.029496,353.17754118895465,0.0044827294921875,353.17754118895465,0.0044827294921875,1626.504094018804,46.576721925817615,678.3990304792512,1.9704788272629334,1.9704788272629334,0.12998674,1628.7077938207913 
 01/15  16:00:00,-3.0,19.98794132798592,19.98794132798592,17.999892910865636,17.999892910865636,49.57,461.17641069242734,0.029496,461.17641069242734,0.029496,353.1776341693328,0.0044827294921875,353.1776341693328,0.0044827294921875,1626.5043909706615,46.576721379332994,678.3991543349814,1.9704788267841007,1.9704788267841007,0.12998674,1628.7080897235203 
 01/15  17:00:00,-3.0,19.987937790130637,19.987937790130637,17.99988641711576,17.99988641711576,49.57,461.17646616427123,0.029496,461.17646616427123,0.029496,353.1777102663872,0.0044827294921875,353.1777102663872,0.0044827294921875,1626.5046550636946,46.576720893318914,678.3992644856157,1.9704788263582524,1.9704788263582524,0.12998674,1628.708352861317 
 01/15  18:00:00,-3.0,19.987934407465385,19.987934407465385,17.999880998810916,17.999880998810916,49.57,461.1765196443843,0.029496,461.1765196443843,0.029496,353.1777735539707,0.0044827294921875,353.1777735539707,0.0044827294921875,1626.5048894663462,46.576720461944454,678.3993622526808,1.9704788259802801,1.9704788259802801,0.12998674,1628.7085863967102 
 01/15  19:00:00,-3.0,19.987931254046238,19.987931254046238,17.999876422809688,17.999876422809688,49.57,461.1765697676922,0.029496,461.1765697676922,0.029496,353.1778268648193,0.0044827294921875,353.1778268648193,0.0044827294921875,1626.5050971175865,46.57672007980099,678.3994488619925,1.970478825645444,1.970478825645444,0.12998674,1628.708793265023 
 01/15  20:00:00,-3.0,19.987928363290624,19.987928363290624,17.999872521274728,17.999872521274728,49.57,461.1766158820599,0.029496,461.1766158820599,0.029496,353.1778722256546,0.0044827294921875,353.1778722256546,0.0044827294921875,1626.5052807708516,46.576719741821336,678.3995254619824,1.9704788253493042,1.9704788253493042,0.12998674,1628.7089762154292 
 01/15  21:00:00,-3.0,19.98792574369066,19.98792574369066,17.999869170113257,17.999869170113257,49.57,461.17665777561837,0.029496,461.17665777561837,0.029496,353.1779111260251,0.0044827294921875,353.1779111260251,0.0044827294921875,1626.5054429867039,46.57671944329325,678.3995931206358,1.9704788250877323,1.9704788250877323,0.12998674,1628.709137803287 
 01/15  22:00:00,-3.0,19.987923388969005,19.987923388969005,18.000233007008163,18.000233007008163,49.57,461.1766955000004,0.029496,461.1766955000004,0.029496,353.2819734845384,0.004486330078125,353.2819734845384,0.004486330078125,1626.6869295389793,46.57638540444944,678.4752893955862,1.9704785324008731,1.9704785324008731,0.12998674,1628.9173379690778 
 01/15  23:00:00,-3.0,19.987933622997772,19.987933622997772,18.00007252868623,18.00007252868623,49.57,461.1766102551437,0.029496,461.1766102551437,0.029496,353.17521800541135,0.0044827294921875,353.17521800541135,0.0044827294921875,1626.4994728909146,46.57673043183665,678.3971030517756,1.9704788347159516,1.9704788347159516,0.12998674,1628.70365652111 
 01/15  24:00:00,-3.0,19.987944211545624,19.987944211545624,18.000016135114944,18.000016135114944,49.57,461.1764155781224,0.029496,461.1764155781224,0.029496,353.1761101966084,0.0044827294921875,353.1761101966084,0.0044827294921875,1626.501319612385,46.576727033289394,678.397873301331,1.9704788317381274,1.9704788317381274,0.12998674,1628.7050515494618 
