Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Z1:Zone Air Temperature [C](Hourly),Z2:Zone Air Temperature [C](Hourly),Z3:Zone Air Temperature [C](Hourly),Z4:Zone Air Temperature [C](Hourly),Z5:Zone Air Temperature [C](Hourly),Z6:Zone Air Temperature [C](Hourly),Z7:Zone Air Temperature [C](Hourly),Z8:Zone Air Temperature [C](Hourly),HOT WATER LOOP:Plant Supply Side Outlet Temperature [C](Hourly),Z1 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z1 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z2 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z2 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z3 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z3 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z4 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z4 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z5 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z5 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z6 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z6 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z7 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z7 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z8 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z8 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),HEAT PUMP:Heat Pump Load Side Heat Transfer Rate [W](Hourly),HEAT PUMP:Heat Pump Load Side Inlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Load Side Outlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Fluid Heat Gain Rate [W](Hourly),SUPPLY PUMP:Pump Mass Flow Rate [kg/s](Hourly),Baseboard Total Heating Rate All Zones:PythonPlugin:OutputVariable [W](Hourly) 
 01/15  11:00:00,-3.0,20.999986679207396,20.999986679207396,20.999986679207396,20.999986679207396,21.00054375186401,21.00054375186401,21.00054375186401,21.00054375186401,32.3443664009793,253.46211118721152,0.0202785,253.46211118721152,0.0202785,253.46211118721152,0.0202785,253.46211118721152,0.0202785,444.7668809253929,0.02938078125,444.7668809253929,0.02938078125,444.7668809253929,0.02938078125,444.7668809253929,0.02938078125,2789.7885239624056,28.984229636540018,34.11895308268593,770.508067882163,2.9918701771304876,2.9918701771304876,0.19863712500000003,2792.915968450418 
 01/15  12:00:00,-3.0,20.999989232724225,20.999989232724225,20.999989232724225,20.999989232724225,21.00054615573196,21.00054615573196,21.00054615573196,21.00054615573196,32.344368480828074,253.46210012308782,0.0202785,253.46210012308782,0.0202785,253.46210012308782,0.0202785,253.46210012308782,0.0202785,444.766867176489,0.02938078125,444.766867176489,0.02938078125,444.766867176489,0.02938078125,444.766867176489,0.02938078125,2789.7883979713815,28.984231868116602,34.118955082370725,770.5080839560761,2.9918701790075724,2.9918701790075724,0.19863712500000003,2792.915869198307 
 01/15  13:00:00,-3.0,20.999991623977596,20.999991623977596,20.999991623977596,20.999991623977596,21.00054837933034,21.00054837933034,21.00054837933034,21.00054837933034,32.344370155342546,253.46208355743175,0.0202785,253.46208355743175,0.0202785,253.46208355743175,0.0202785,253.46208355743175,0.0202785,444.76684451587437,0.02938078125,444.76684451587437,0.02938078125,444.76684451587437,0.02938078125,444.76684451587437,0.02938078125,2789.7882157591725,28.984233762076798,34.11895664096167,770.5080732807654,2.991870180600664,2.991870180600664,0.19863712500000003,2792.9157122932243 
 01/15  14:00:00,-3.0,20.999993846155196,20.999993846155196,20.999993846155196,20.999993846155196,21.000550419436713,21.000550419436713,21.000550419436713,21.000550419436713,32.344371450627186,253.46206223870962,0.0202785,253.46206223870962,0.0202785,253.46206223870962,0.0202785,253.46206223870962,0.0202785,444.7668141140004,0.02938078125,444.7668141140004,0.02938078125,444.7668141140004,0.02938078125,444.7668141140004,0.02938078125,2789.787985103774,28.984235335156782,34.11895778951067,770.5080387944096,2.991870181923839,2.991870181923839,0.19863712500000003,2792.91550541084 
 01/15  15:00:00,-3.0,20.9999958948621,20.9999958948621,20.9999958948621,20.9999958948621,21.00055227501014,21.00055227501014,21.00055227501014,21.00055227501014,32.34437239382749,253.46203688383795,0.0202785,253.46203688383795,0.0202785,253.46203688383795,0.0202785,253.46203688383795,0.0202785,444.7667770950934,0.02938078125,444.7667770950934,0.02938078125,444.7667770950934,0.02938078125,444.7667770950934,0.02938078125,2789.787713445843,28.984236605540126,34.11895855989613,770.5079833630439,2.991870182992395,2.991870182992395,0.19863712500000003,2792.915255915725 
 01/15  16:00:00,-3.0,20.99999776790891,20.99999776790891,20.99999776790891,20.99999776790891,21.000553946970612,21.000553946970612,21.000553946970612,21.000553946970612,32.344373012747575,253.4620081743322,0.0202785,253.4620081743322,0.0202785,253.4620081743322,0.0202785,253.4620081743322,0.0202785,444.7667345307731,0.02938078125,444.7667345307731,0.02938078125,444.7667345307731,0.02938078125,444.7667345307731,0.02938078125,2789.7874078498035,28.9842375925221,34.1189589844157,770.5079097594565,2.991870183822562,2.991870183822562,0.19863712500000003,2792.914970820421 
 01/15  17:00:00,-3.0,20.999999465100117,20.999999465100117,20.999999465100117,20.999999465100117,21.000555437982296,21.000555437982296,21.000555437982296,21.000555437982296,32.344373335501416,253.46197675321866,0.0202785,253.46197675321866,0.0202785,253.46197675321866,0.0202785,253.46197675321866,0.0202785,444.7666874348697,0.02938078125,444.7666874348697,0.02938078125,444.7666874348697,0.02938078125,444.7666874348697,0.02938078125,2789.7870749727986,28.984238316198397,34.11895909541783,770.507820645242,2.991870184431246,2.991870184431246,0.19863712500000003,2792.914656752354 
 01/15  18:00:00,-3.0,21.000000988024993,21.000000988024993,21.000000988024993,21.000000988024993,21.000556752242375,21.000556752242375,21.000556752242375,21.000556752242375,32.34437339019806,253.46194322266018,0.0202785,253.46194322266018,0.0202785,253.46194322266018,0.0202785,253.46194322266018,0.0202785,444.7666367593644,0.02938078125,444.7666367593644,0.02938078125,444.7666367593644,0.02938078125,444.7666367593644,0.02938078125,2789.786721041002,28.984238797178865,34.1189589249719,770.5077185558637,2.991870184835782,2.991870184835782,0.19863712500000003,2792.914319928098 
 01/15  19:00:00,-3.0,21.000002339852664,21.000002339852664,21.000002339852664,21.000002339852664,21.000557895276593,21.000557895276593,21.000557895276593,21.000557895276593,32.34437320466016,253.4619081422409,0.0202785,253.4619081422409,0.0202785,253.4619081422409,0.0202785,253.4619081422409,0.0202785,444.76658339138555,0.02938078125,444.76658339138555,0.02938078125,444.76658339138555,0.02938078125,444.76658339138555,0.02938078125,2789.786351832777,28.984239056326288,34.118958504576014,770.5076058885707,2.99187018505372,2.99187018505372,0.19863712500000003,2792.913966134506 
 01/15  20:00:00,-3.0,21.000003525133092,21.000003525133092,21.000003525133092,21.000003525133092,21.000558873743667,21.000558873743667,21.000558873743667,21.000558873743667,32.34437280617528,253.4618720278628,0.0202785,253.4618720278628,0.0202785,253.4618720278628,0.0202785,253.4618720278628,0.0202785,444.7665281511658,0.02938078125,444.7665281511658,0.02938078125,444.7665281511658,0.02938078125,444.7665281511658,0.02938078125,2789.7859726681168,28.984239114520445,34.118957864901624,770.5074848929833,2.991870185102625,2.991870185102625,0.19863712500000003,2792.913600716114 
 01/15  21:00:00,-3.0,21.000004549605336,21.000004549605336,21.000004549605336,21.000004549605336,21.000559695247922,21.000559695247922,21.000559695247922,21.000559695247922,32.34437222127873,253.4618353511913,0.0202785,253.4618353511913,0.0202785,253.4618353511913,0.0202785,253.4618353511913,0.0202785,444.7664717909035,0.02938078125,444.7664717909035,0.02938078125,444.7664717909035,0.02938078125,444.7664717909035,0.02938078125,2789.7855884037526,28.984238992446834,34.118957035573246,770.5073576641382,2.991870184999895,2.991870184999895,0.19863712500000003,2792.9132285683795 
 01/15  22:00:00,-3.0,21.000005420013984,21.000005420013984,21.000005420013984,21.000005420013984,21.00056036816305,21.00056036816305,21.00056036816305,21.00056036816305,32.34437147556691,253.4617985396061,0.0202785,253.4617985396061,0.0202785,253.4617985396061,0.0202785,253.4617985396061,0.0202785,444.76641499442405,0.02938078125,444.76641499442405,0.02938078125,444.76641499442405,0.02938078125,444.76641499442405,0.02938078125,2789.7852034335574,28.98423871040955,34.11895604498207,770.5072261378587,2.991870184762612,2.991870184762612,0.19863712500000003,2792.9128541361206 
 01/15  23:00:00,-3.0,21.00000614393511,21.00000614393511,21.00000614393511,21.00000614393511,21.00056090146687,21.00056090146687,21.00056090146687,21.00056090146687,32.34437059354022,253.46176197660787,0.0202785,253.46176197660787,0.0202785,253.46176197660787,0.0202785,253.46176197660787,0.0202785,444.76635837755475,0.02938078125,444.76635837755475,0.02938078125,444.76635837755475,0.02938078125,444.76635837755475,0.02938078125,2789.7848216934544,28.984238288168218,34.11895492013198,770.5070920881914,2.991870184407395,2.991870184407395,0.19863712500000003,2792.9124814166507 
 01/15  24:00:00,-3.0,21.00000672961224,21.00000672961224,21.00000672961224,21.00000672961224,21.000561304587297,21.000561304587297,21.000561304587297,21.000561304587297,32.34436959847303,253.46172600261048,0.0202785,253.46172600261048,0.0202785,253.46172600261048,0.0202785,253.46172600261048,0.0202785,444.7663024891372,0.02938078125,444.7663024891372,0.02938078125,444.7663024891372,0.02938078125,444.7663024891372,0.02938078125,2789.7844466703405,28.98423774479732,34.118953686515226,770.5069571267096,2.991870183950291,2.991870183950291,0.19863712500000003,2792.9121139669905 
