Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Z1:Zone Air Temperature [C](Hourly),Z2:Zone Air Temperature [C](Hourly),Z3:Zone Air Temperature [C](Hourly),Z4:Zone Air Temperature [C](Hourly),HOT WATER LOOP:Plant Supply Side Outlet Temperature [C](Hourly),Z1 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z1 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z2 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z2 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z3 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z3 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z4 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z4 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),HEAT PUMP:Heat Pump Load Side Heat Transfer Rate [W](Hourly),HEAT PUMP:Heat Pump Load Side Inlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Load Side Outlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Fluid Heat Gain Rate [W](Hourly),SUPPLY PUMP:Pump Mass Flow Rate [kg/s](Hourly),Baseboard Total Heating Rate All Zones:PythonPlugin:OutputVariable [W](Hourly) 
 01/15  14:00:00,-3.0,20.9987235276129,20.9987235276129,20.9987235276129,20.9987235276129,45.997034486093455,498.23751564569466,0.0177436875,498.23751564569466,0.0177436875,498.23751564569466,0.0177436875,498.23751564569466,0.0177436875,1990.8888607723793,42.33289765843151,45.997034486093455,765.5118423457131,1.9669790408379582,1.9669790408379582,0.12998674,1992.9500625827786 
 01/15  15:00:00,-3.0,20.998659126091688,20.998659126091688,20.998659126091688,20.998659126091688,45.99723269914339,498.2460401177013,0.0177436875,498.2460401177013,0.0177436875,498.2460401177013,0.0177436875,498.2460401177013,0.0177436875,1990.930175584308,42.33301983352328,45.99723269914339,765.5313269023371,1.9669791378111836,1.9669791378111836,0.12998674,1992.9841604708051 
 01/15  16:00:00,-3.0,20.99861491640405,20.99861491640405,20.99861491640405,20.99861491640405,45.99744804309029,498.25144080627825,0.0177436875,498.25144080627825,0.0177436875,498.25144080627825,0.0177436875,498.25144080627825,0.0177436875,1990.9523023635747,42.333194454178994,45.99744804309029,765.5437446307553,1.9669792764116951,1.9669792764116951,0.12998674,1993.005763225113 
 01/15  17:00:00,-3.0,20.998594966437977,20.998594966437977,20.998594966437977,20.998594966437977,45.99767008956934,498.25636057724034,0.0177436875,498.25636057724034,0.0177436875,498.25636057724034,0.0177436875,498.25636057724034,0.0177436875,1990.972215132695,42.33337985214787,45.99767008956934,765.5554328220564,1.9669794235664344,1.9669794235664344,0.12998674,1993.0254423089614 
 01/15  18:00:00,-3.0,20.9985920890029,20.9985920890029,20.9985920890029,20.9985920890029,45.99789498553651,498.2609779016587,0.0177436875,498.2609779016587,0.0177436875,498.2609779016587,0.0177436875,498.2609779016587,0.0177436875,1990.9907789334154,42.333570582317435,45.99789498553651,765.5666541310438,1.9669795749534902,1.9669795749534902,0.12998674,1993.0439116066348 
 01/15  19:00:00,-3.0,20.998601820175836,20.998601820175836,20.998601820175836,20.998601820175836,45.998120080048736,498.26532670883915,0.0177436875,498.26532670883915,0.0177436875,498.26532670883915,0.0177436875,498.26532670883915,0.0177436875,1991.008153855599,42.33376369910679,45.998120080048736,765.5774219764961,1.9669797282348862,1.9669797282348862,0.12998674,1993.0613068353566 
 01/15  20:00:00,-3.0,20.998621295724934,20.998621295724934,20.998621295724934,20.998621295724934,45.99834341942307,498.26943891466794,0.0177436875,498.26943891466794,0.0177436875,498.26943891466794,0.0177436875,498.26943891466794,0.0177436875,1991.0245110996675,42.33395693374672,45.99834341942307,765.5877667088045,1.9669798816098467,1.9669798816098467,0.12998674,1993.0777556586718 
 01/15  21:00:00,-3.0,20.99864894137886,20.99864894137886,20.99864894137886,20.99864894137886,45.998563476288545,498.2733171574955,0.0177436875,498.2733171574955,0.0177436875,498.2733171574955,0.0177436875,498.2733171574955,0.0177436875,1991.0398757145026,42.33414871276496,45.998563476288545,765.5976702207063,1.9669800338294694,1.9669800338294694,0.12998674,1993.093268629982 
 01/15  22:00:00,-3.0,20.998683484243895,20.998683484243895,20.998683484243895,20.998683484243895,45.99877896919444,498.2769627278967,0.0177436875,498.2769627278967,0.0177436875,498.2769627278967,0.0177436875,498.2769627278967,0.0177436875,1991.0542510028617,42.33433774863223,45.99877896919444,765.6071105076887,1.9669801838718102,1.9669801838718102,0.12998674,1993.1078509115869 
 01/15  23:00:00,-3.0,20.998723825944005,20.998723825944005,20.998723825944005,20.998723825944005,45.99898881690197,498.28037581889276,0.0177436875,498.28037581889276,0.0177436875,498.28037581889276,0.0177436875,498.28037581889276,0.0177436875,1991.0676612731138,42.33452291537134,45.99898881690197,765.616077277253,1.9669803308431526,1.9669803308431526,0.12998674,1993.121503275571 
 01/15  24:00:00,-3.0,20.998769005682984,20.998769005682984,20.998769005682984,20.998769005682984,45.99919211101133,498.28355845452654,0.0177436875,498.28355845452654,0.0177436875,498.28355845452654,0.0177436875,498.28355845452654,0.0177436875,1991.0801087747368,42.33470330044243,45.99919211101133,765.6245548928571,1.9669804740191896,1.9669804740191896,0.12998674,1993.1342338181062 
