Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Z1:Zone Air Temperature [C](Hourly),Z2:Zone Air Temperature [C](Hourly),Z3:Zone Air Temperature [C](Hourly),Z4:Zone Air Temperature [C](Hourly),HOT WATER LOOP:Plant Supply Side Outlet Temperature [C](Hourly),Z1 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z1 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z2 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z2 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z3 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z3 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),Z4 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z4 RADIATOR:Baseboard Hot Water Mass Flow Rate [kg/s](Hourly),HEAT PUMP:Heat Pump Load Side Heat Transfer Rate [W](Hourly),HEAT PUMP:Heat Pump Load Side Inlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Load Side Outlet Temperature [C](Hourly),HEAT PUMP:Heat Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Fluid Heat Gain Rate [W](Hourly),SUPPLY PUMP:Pump Mass Flow Rate [kg/s](Hourly),Baseboard Total Heating Rate All Zones:PythonPlugin:OutputVariable [W](Hourly) 
 01/15  01:00:00,-3.0,20.999600359545596,20.999600359545596,20.999600359545596,20.999600359545596,46.032,498.3383668492366,0.01762846875,498.3383668492366,0.01762846875,498.3383668492366,0.01762846875,498.3383668492366,0.01762846875,1991.2880381195553,42.36712850530195,46.032,766.3002683430124,1.9670062110384654,1.9670062110384654,0.12998674,1993.3534673969464 
 01/15  02:00:00,-3.0,20.99960030883095,20.99960030883095,20.99960030883095,20.99960030883095,46.032,498.33836787757804,0.01762846875,498.33836787757804,0.01762846875,498.33836787757804,0.01762846875,498.33836787757804,0.01762846875,1991.288042242479,42.3671284977139,46.032,766.3002699296222,1.9670062110324424,1.9670062110324424,0.12998674,1993.3534715103121 
 01/15  03:00:00,-3.0,20.99960026170577,20.99960026170577,20.99960026170577,20.99960026170577,46.032,498.33836883313586,0.01762846875,498.33836883313586,0.01762846875,498.33836883313586,0.01762846875,498.33836883313586,0.01762846875,1991.2880460735907,42.36712849066292,46.032,766.3002714039353,1.9670062110268458,1.9670062110268458,0.12998674,1993.3534753325434 
 01/15  04:00:00,-3.0,20.99960021791595,20.99960021791595,20.99960021791595,20.99960021791595,46.032,498.3383697210621,0.01762846875,498.3383697210621,0.01762846875,498.3383697210621,0.01762846875,498.3383697210621,0.01762846875,1991.2880496335497,42.367128484110985,46.032,766.3002727739016,1.967006211021645,1.967006211021645,0.12998674,1993.3534788842485 
 01/15  05:00:00,-3.0,20.999600177225012,20.999600177225012,20.999600177225012,20.999600177225012,46.032,498.33837054614946,0.01762846875,498.33837054614946,0.01762846875,498.33837054614946,0.01762846875,498.33837054614946,0.01762846875,1991.288052941568,42.367128478022735,46.032,766.3002740469145,1.9670062110168125,1.9670062110168125,0.12998674,1993.3534821845979 
 01/15  06:00:00,-3.0,20.999600139413495,20.999600139413495,20.999600139413495,20.999600139413495,46.032,498.3383713128515,0.01762846875,498.3383713128515,0.01762846875,498.3383713128515,0.01762846875,498.3383713128515,0.01762846875,1991.288056015504,42.3671284723653,46.032,766.3002752298463,1.9670062110123223,1.9670062110123223,0.12998674,1993.353485251406 
 01/15  07:00:00,-3.0,20.99960010427791,20.99960010427791,20.99960010427791,20.99960010427791,46.032,498.3383720252955,0.01762846875,498.3383720252955,0.01762846875,498.3383720252955,0.01762846875,498.3383720252955,0.01762846875,1991.2880588719022,42.36712846710824,46.032,766.3002763290639,1.9670062110081494,1.9670062110081494,0.12998674,1993.353488101182 
 01/15  08:00:00,-3.0,20.999600071629075,20.999600071629075,20.999600071629075,20.999600071629075,46.032,498.338372687316,0.01762846875,498.338372687316,0.01762846875,498.338372687316,0.01762846875,498.338372687316,0.01762846875,1991.288061526135,42.36712846222325,46.032,766.3002773504827,1.9670062110042719,1.9670062110042719,0.12998674,1993.353490749264 
 01/15  09:00:00,-3.0,20.999600041291124,20.999600041291124,20.999600041291124,20.999600041291124,46.032,498.3383733024796,0.01762846875,498.3383733024796,0.01762846875,498.3383733024796,0.01762846875,498.3383733024796,0.01762846875,1991.2880639925086,42.367128457684004,46.032,766.3002782996085,1.967006211000669,1.967006211000669,0.12998674,1993.3534932099185 
 01/15  10:00:00,-3.0,20.99960001310053,20.99960001310053,20.99960001310053,20.99960001310053,46.032,498.3383738741012,0.01762846875,498.3383738741012,0.01762846875,498.3383738741012,0.01762846875,498.3383738741012,0.01762846875,1991.288066284309,42.36712845346605,46.032,766.300279181554,1.967006210997321,1.967006210997321,0.12998674,1993.3534954964048 
