Date/Time,Z1:Zone Air Temperature [C](Hourly),Z2:Zone Air Temperature [C](Hourly),Z3:Zone Air Temperature [C](Hourly),Z4:Zone Air Temperature [C](Hourly),Z1 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z2 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z3 RADIATOR:Baseboard Total Heating Rate [W](Hourly),Z4 RADIATOR:Baseboard Total Heating Rate [W](Hourly),HEAT PUMP:Heat Pump Load Side Heat Transfer Rate [W](Hourly),HEAT PUMP:Heat Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Electricity Rate [W](Hourly),SUPPLY PUMP:Pump Fluid Heat Gain Rate [W](Hourly) 
 01/15  01:00:00,20.612209581748964,20.612209581748964,20.612209581748964,20.612209581748964,437.12874846260695,437.12874846260695,437.12874846260695,437.12874846260695,1131.9460458188541,323.413155948244,4.994334163947619,4.994334163947619 
 01/15  02:00:00,20.612209581453612,20.612209581453612,20.612209581453612,20.612209581453612,437.12874846648185,437.12874846648185,437.12874846648185,437.12874846648185,672.3433645253963,192.09810415011324,2.9830024948140292,2.9830024948140292 
 01/15  03:00:00,20.61220958119332,20.61220958119332,20.61220958119332,20.61220958119332,437.12874846989706,437.12874846989706,437.12874846989706,437.12874846989706,672.3424883668621,192.09785381910345,2.9830024948140244,2.9830024948140244 
 01/15  04:00:00,20.612209580963913,20.612209580963913,20.612209580963913,20.612209580963913,437.1287484729068,437.1287484729068,437.1287484729068,437.1287484729068,672.3424883718405,192.09785382052584,2.983002494814021,2.983002494814021 
 01/15  05:00:00,20.612209580761732,20.612209580761732,20.612209580761732,20.612209580761732,437.1287484755594,437.1287484755594,437.1287484755594,437.1287484755594,672.3416122040392,192.09760348686834,2.9830024963005193,2.9830024963005193 
 01/15  06:00:00,20.612209580583553,20.612209580583553,20.612209580583553,20.612209580583553,437.1287484778977,437.1287484778977,437.1287484778977,437.1287484778977,1131.9469216641983,323.4134061897709,4.994334163947612,4.994334163947612 
 01/15  07:00:00,20.61220958042651,20.61220958042651,20.61220958042651,20.61220958042651,437.1287484799567,437.1287484799567,437.1287484799567,437.1287484799567,902.1433913190126,257.755254662575,3.9886683293805074,3.9886683293805074 
 01/15  08:00:00,20.61220958028811,20.61220958028811,20.61220958028811,20.61220958028811,437.1287484817726,437.1287484817726,437.1287484817726,437.1287484817726,672.342488386237,192.09785382463917,2.9830024948140093,2.9830024948140093 
 01/15  09:00:00,20.612209580166123,20.612209580166123,20.612209580166123,20.612209580166123,437.1287484833729,437.1287484833729,437.1287484833729,437.1287484833729,1131.946045874467,323.4131559641334,4.9943341639476095,4.9943341639476095 
 01/15  10:00:00,20.612209580058618,20.612209580058618,20.612209580058618,20.612209580058618,437.1287484847833,437.1287484847833,437.1287484847833,437.1287484847833,1131.946045877643,323.4131559650409,4.99433416394761,4.99433416394761 
 01/15  11:00:00,20.61220957996387,20.61220957996387,20.61220957996387,20.61220957996387,437.1287484860255,437.1287484860255,437.1287484860255,437.1287484860255,902.1451432995472,257.75575522844207,3.988668329380503,3.988668329380503 
 01/15  12:00:00,20.61220957988038,20.61220957988038,20.61220957988038,20.61220957988038,437.1287484871215,437.1287484871215,437.1287484871215,437.1287484871215,902.1433909668392,257.7552545619541,3.988668330867003,3.988668330867003 
 01/15  13:00:00,20.612209579806787,20.612209579806787,20.612209579806787,20.612209579806787,437.1287484880874,437.1287484880874,437.1287484880874,437.1287484880874,672.3424883953896,192.0978538272542,2.9830024948140017,2.9830024948140017 
 01/15  14:00:00,20.612209579741933,20.612209579741933,20.612209579741933,20.612209579741933,437.1287484889383,437.1287484889383,437.1287484889383,437.1287484889383,1131.9460458881385,323.4131559680396,4.994334163947608,4.994334163947608 
 01/15  15:00:00,20.612209579684777,20.612209579684777,20.612209579684777,20.612209579684777,437.1287484896877,437.1287484896877,437.1287484896877,437.1287484896877,902.1451429583121,257.75575513094634,3.9886683278952146,3.9886683278952146 
 01/15  16:00:00,20.61220957963441,20.61220957963441,20.61220957963441,20.61220957963441,437.12874849034966,437.12874849034966,437.12874849034966,437.12874849034966,902.1442671544094,257.75550490125977,3.9886683278952137,3.9886683278952137 
 01/15  17:00:00,20.61220957959001,20.61220957959001,20.61220957959001,20.61220957959001,437.1287484909309,437.1287484909309,437.1287484909309,437.1287484909309,902.1433913415474,257.75525466901354,3.9886683293804976,3.9886683293804976 
 01/15  18:00:00,20.612209579550886,20.612209579550886,20.612209579550886,20.612209579550886,437.12874849144566,437.12874849144566,437.12874849144566,437.12874849144566,902.1442671484019,257.75550489954344,3.9886683293804976,3.9886683293804976 
 01/15  19:00:00,20.6122095795164,20.6122095795164,20.6122095795164,20.6122095795164,437.12874849189683,437.12874849189683,437.12874849189683,437.12874849189683,902.1451429623804,257.7557551321087,3.988668327895213,3.988668327895213 
 01/15  20:00:00,20.612209579486006,20.612209579486006,20.612209579486006,20.612209579486006,437.1287484922947,437.1287484922947,437.1287484922947,437.1287484922947,672.3424884022272,192.09785382920776,2.983002494813996,2.983002494813996 
 01/15  21:00:00,20.612209579459233,20.612209579459233,20.612209579459233,20.612209579459233,437.128748492648,437.128748492648,437.128748492648,437.128748492648,902.1442671503064,257.75550490008754,3.988668329380497,3.988668329380497 
 01/15  22:00:00,20.612209579435625,20.612209579435625,20.612209579435625,20.612209579435625,437.12874849295764,437.12874849295764,437.12874849295764,437.12874849295764,902.1442671598684,257.75550490281955,3.988668327895211,3.988668327895211 
 01/15  23:00:00,20.612209579414824,20.612209579414824,20.612209579414824,20.612209579414824,437.1287484932302,437.1287484932302,437.1287484932302,437.1287484932302,672.3424887622077,192.0978539320594,2.983002494813386,2.983002494813386 
 01/15  24:00:00,20.612209579396495,20.612209579396495,20.612209579396495,20.612209579396495,437.12874849347145,437.12874849347145,437.12874849347145,437.12874849347145,672.3424884041269,192.09785382975056,2.9830024948139937,2.9830024948139937 
